Sample in Buffer,Sample in Window,TRIGGER,voltmeter2_inst/adc_data[7:0],voltmeter2_inst/sin_wave[13:0],voltmeter2_inst/vrms[12:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,UNSIGNED
4030,4030,0,108,-742,703
4031,4031,0,108,-742,703
4032,4032,0,108,-742,703
4033,4033,0,108,-742,703
4034,4034,0,108,-742,703
4035,4035,0,108,-742,703
4036,4036,0,108,-742,703
4037,4037,0,108,-742,703
4038,4038,0,108,-742,703
4039,4039,0,108,-742,703
4040,4040,0,108,-742,703
4041,4041,0,108,-742,703
4042,4042,0,108,-742,703
4043,4043,0,108,-742,703
4044,4044,0,108,-742,703
4045,4045,0,108,-742,703
4046,4046,0,108,-742,703
4047,4047,0,108,-742,703
4048,4048,0,108,-742,703
4049,4049,0,108,-742,703
4050,4050,0,108,-742,703
4051,4051,0,108,-742,703
4052,4052,0,108,-742,703
4053,4053,0,108,-742,703
4054,4054,0,108,-742,703
4055,4055,0,108,-742,703
4056,4056,0,108,-742,703
4057,4057,0,108,-742,703
4058,4058,0,108,-742,703
4059,4059,0,108,-742,703
4060,4060,0,108,-742,703
4061,4061,0,108,-742,703
4062,4062,0,108,-742,703
4063,4063,0,108,-742,703
4064,4064,0,108,-742,703
4065,4065,0,108,-742,703
4066,4066,0,108,-742,703
4067,4067,0,108,-742,703
4068,4068,0,108,-742,703
4069,4069,0,108,-742,703
4070,4070,0,109,-742,703
4071,4071,0,108,-742,703
4072,4072,0,108,-703,703
4073,4073,0,108,-742,703
4074,4074,0,108,-742,703
4075,4075,0,108,-742,703
4076,4076,0,108,-742,703
4077,4077,0,108,-742,703
4078,4078,0,108,-742,703
4079,4079,0,108,-742,703
4080,4080,0,108,-742,703
4081,4081,0,109,-742,703
4082,4082,0,108,-742,703
4083,4083,0,109,-703,703
4084,4084,0,108,-742,703
4085,4085,0,108,-703,703
4086,4086,0,109,-742,703
4087,4087,0,109,-742,703
4088,4088,0,109,-703,703
4089,4089,0,109,-703,703
4090,4090,0,109,-703,703
4091,4091,0,108,-703,703
4092,4092,0,109,-703,703
4093,4093,0,109,-742,703
4094,4094,0,109,-703,703
4095,4095,0,108,-703,703
4096,4096,1,109,-703,703
4097,4097,0,109,-742,703
4098,4098,0,109,-703,703
4099,4099,0,109,-703,703
4100,4100,0,109,-703,703
4101,4101,0,109,-703,703
4102,4102,0,109,-703,703
4103,4103,0,109,-703,703
4104,4104,0,109,-703,703
4105,4105,0,109,-703,703
4106,4106,0,109,-703,703
4107,4107,0,109,-703,703
4108,4108,0,109,-703,703
4109,4109,0,109,-703,703
4110,4110,0,109,-703,703
4111,4111,0,109,-703,703
4112,4112,0,109,-703,703
4113,4113,0,109,-703,703
4114,4114,0,109,-703,703
4115,4115,0,109,-703,703
4116,4116,0,109,-703,703
4117,4117,0,109,-703,703
4118,4118,0,109,-703,703
4119,4119,0,109,-703,703
4120,4120,0,109,-703,703
4121,4121,0,109,-703,703
4122,4122,0,109,-703,703
4123,4123,0,109,-703,703
4124,4124,0,109,-703,703
4125,4125,0,109,-703,703
4126,4126,0,109,-703,703
4127,4127,0,109,-703,703
4128,4128,0,109,-703,703
4129,4129,0,109,-703,703
4130,4130,0,109,-703,703
4131,4131,0,109,-703,703
4132,4132,0,109,-703,703
4133,4133,0,109,-703,703
4134,4134,0,109,-703,703
4135,4135,0,109,-703,703
4136,4136,0,109,-703,703
4137,4137,0,109,-703,703
4138,4138,0,109,-703,703
4139,4139,0,109,-703,703
4140,4140,0,109,-703,703
4141,4141,0,109,-703,703
4142,4142,0,109,-703,703
4143,4143,0,109,-703,703
4144,4144,0,109,-703,703
4145,4145,0,109,-703,703
4146,4146,0,110,-703,703
4147,4147,0,109,-703,703
4148,4148,0,110,-664,703
4149,4149,0,109,-703,703
4150,4150,0,110,-664,703
4151,4151,0,109,-703,703
4152,4152,0,110,-664,703
4153,4153,0,109,-703,703
4154,4154,0,110,-664,703
4155,4155,0,109,-703,703
4156,4156,0,110,-664,703
4157,4157,0,109,-703,703
4158,4158,0,109,-664,703
4159,4159,0,109,-703,703
4160,4160,0,110,-703,703
4161,4161,0,109,-703,703
4162,4162,0,110,-664,703
4163,4163,0,109,-703,703
4164,4164,0,110,-664,703
4165,4165,0,110,-703,703
4166,4166,0,110,-664,703
4167,4167,0,109,-664,703
4168,4168,0,110,-664,703
4169,4169,0,109,-703,703
4170,4170,0,110,-664,703
4171,4171,0,109,-703,703
4172,4172,0,110,-664,703
4173,4173,0,109,-703,703
4174,4174,0,110,-664,703
4175,4175,0,109,-703,703
4176,4176,0,110,-664,703
4177,4177,0,110,-703,703
4178,4178,0,110,-664,703
4179,4179,0,109,-664,703
4180,4180,0,110,-664,703
4181,4181,0,110,-703,703
4182,4182,0,110,-664,703
4183,4183,0,110,-664,703
4184,4184,0,110,-664,703
4185,4185,0,110,-664,703
4186,4186,0,110,-664,703
4187,4187,0,110,-664,703
4188,4188,0,110,-664,703
4189,4189,0,110,-664,703
4190,4190,0,110,-664,703
4191,4191,0,110,-664,703
4192,4192,0,110,-664,703
4193,4193,0,110,-664,703
4194,4194,0,110,-664,703
4195,4195,0,110,-664,703
4196,4196,0,110,-664,703
4197,4197,0,110,-664,703
4198,4198,0,110,-664,703
4199,4199,0,110,-664,703
4200,4200,0,110,-664,703
4201,4201,0,110,-664,703
4202,4202,0,110,-664,703
4203,4203,0,110,-664,703
4204,4204,0,110,-664,703
4205,4205,0,110,-664,703
4206,4206,0,110,-664,703
4207,4207,0,110,-664,703
4208,4208,0,110,-664,703
4209,4209,0,110,-664,703
4210,4210,0,111,-664,703
4211,4211,0,110,-664,703
4212,4212,0,110,-625,703
4213,4213,0,110,-664,703
4214,4214,0,111,-664,703
4215,4215,0,110,-664,703
4216,4216,0,110,-625,703
4217,4217,0,110,-664,703
4218,4218,0,111,-664,703
4219,4219,0,110,-664,703
4220,4220,0,110,-625,703
4221,4221,0,110,-664,703
4222,4222,0,111,-664,703
4223,4223,0,110,-664,703
4224,4224,0,111,-625,703
4225,4225,0,110,-664,703
4226,4226,0,111,-625,703
4227,4227,0,110,-664,703
4228,4228,0,111,-625,703
4229,4229,0,110,-664,703
4230,4230,0,111,-625,703
4231,4231,0,110,-664,703
4232,4232,0,111,-625,703
4233,4233,0,110,-664,703
4234,4234,0,111,-625,703
4235,4235,0,110,-664,703
4236,4236,0,111,-625,703
4237,4237,0,110,-664,703
4238,4238,0,111,-625,703
4239,4239,0,111,-664,703
4240,4240,0,111,-625,703
4241,4241,0,110,-625,703
4242,4242,0,111,-625,703
4243,4243,0,111,-664,703
4244,4244,0,111,-625,703
4245,4245,0,111,-625,703
4246,4246,0,111,-625,703
4247,4247,0,111,-625,703
4248,4248,0,111,-625,703
4249,4249,0,111,-625,703
4250,4250,0,111,-625,703
4251,4251,0,111,-625,703
4252,4252,0,111,-625,703
4253,4253,0,111,-625,703
4254,4254,0,111,-625,703
4255,4255,0,111,-625,703
4256,4256,0,111,-625,703
4257,4257,0,111,-625,703
4258,4258,0,111,-625,703
4259,4259,0,111,-625,703
4260,4260,0,111,-625,703
4261,4261,0,111,-625,703
4262,4262,0,111,-625,703
4263,4263,0,111,-625,703
4264,4264,0,111,-625,703
4265,4265,0,111,-625,703
4266,4266,0,111,-625,703
4267,4267,0,111,-625,703
4268,4268,0,111,-625,703
4269,4269,0,111,-625,703
4270,4270,0,111,-625,703
4271,4271,0,111,-625,703
4272,4272,0,96,-625,703
4273,4273,0,111,-625,703
4274,4274,0,96,-1210,703
4275,4275,0,111,-625,703
4276,4276,0,111,-1210,703
4277,4277,0,111,-625,703
4278,4278,0,111,-625,703
4279,4279,0,111,-625,703
4280,4280,0,111,-625,703
4281,4281,0,111,-625,703
4282,4282,0,96,-625,703
4283,4283,0,111,-625,703
4284,4284,0,96,-1210,703
4285,4285,0,111,-625,703
4286,4286,0,111,-1210,703
4287,4287,0,96,-625,703
4288,4288,0,111,-625,703
4289,4289,0,111,-1210,703
4290,4290,0,96,-625,703
4291,4291,0,111,-625,703
4292,4292,0,96,-1210,703
4293,4293,0,111,-625,703
4294,4294,0,111,-1210,703
4295,4295,0,96,-625,703
4296,4296,0,111,-625,703
4297,4297,0,96,-1210,703
4298,4298,0,96,-625,703
4299,4299,0,111,-1210,703
4300,4300,0,96,-1210,703
4301,4301,0,111,-625,703
4302,4302,0,111,-1210,703
4303,4303,0,96,-625,703
4304,4304,0,96,-625,703
4305,4305,0,111,-1210,703
4306,4306,0,96,-1210,703
4307,4307,0,96,-625,703
4308,4308,0,96,-1210,703
4309,4309,0,96,-1210,703
4310,4310,0,96,-1210,703
4311,4311,0,96,-1210,703
4312,4312,0,96,-1210,703
4313,4313,0,111,-1210,703
4314,4314,0,96,-1210,703
4315,4315,0,96,-625,703
4316,4316,0,96,-1210,703
4317,4317,0,96,-1210,703
4318,4318,0,96,-1210,703
4319,4319,0,96,-1210,703
4320,4320,0,96,-1210,703
4321,4321,0,96,-1210,703
4322,4322,0,96,-1210,703
4323,4323,0,96,-1210,703
4324,4324,0,96,-1210,703
4325,4325,0,96,-1210,703
4326,4326,0,96,-1210,703
4327,4327,0,96,-1210,703
4328,4328,0,96,-1210,703
4329,4329,0,96,-1210,703
4330,4330,0,96,-1210,703
4331,4331,0,96,-1210,703
4332,4332,0,96,-1210,703
4333,4333,0,96,-1210,703
4334,4334,0,96,-1210,703
4335,4335,0,96,-1210,703
4336,4336,0,96,-1210,703
4337,4337,0,96,-1210,703
4338,4338,0,96,-1210,703
4339,4339,0,96,-1210,703
4340,4340,0,96,-1210,703
4341,4341,0,96,-1210,703
4342,4342,0,96,-1210,703
4343,4343,0,96,-1210,703
4344,4344,0,96,-1210,703
4345,4345,0,96,-1210,703
4346,4346,0,96,-1210,703
4347,4347,0,96,-1210,703
4348,4348,0,96,-1210,703
4349,4349,0,96,-1210,703
4350,4350,0,96,-1210,703
4351,4351,0,96,-1210,703
4352,4352,0,96,-1210,703
4353,4353,0,96,-1210,703
4354,4354,0,96,-1210,703
4355,4355,0,96,-1210,703
4356,4356,0,96,-1210,703
4357,4357,0,96,-1210,703
4358,4358,0,96,-1210,703
4359,4359,0,111,-1210,703
4360,4360,0,96,-1210,703
4361,4361,0,111,-625,703
4362,4362,0,111,-1210,703
4363,4363,0,111,-625,703
4364,4364,0,111,-625,703
4365,4365,0,111,-625,703
4366,4366,0,111,-625,703
4367,4367,0,111,-625,703
4368,4368,0,111,-625,703
4369,4369,0,111,-625,703
4370,4370,0,111,-625,703
4371,4371,0,110,-625,703
4372,4372,0,111,-625,703
4373,4373,0,111,-664,703
4374,4374,0,111,-625,703
4375,4375,0,110,-625,703
4376,4376,0,111,-625,703
4377,4377,0,110,-664,703
4378,4378,0,110,-625,703
4379,4379,0,110,-664,703
4380,4380,0,110,-664,703
4381,4381,0,110,-664,703
4382,4382,0,110,-664,703
4383,4383,0,110,-664,703
4384,4384,0,110,-664,703
4385,4385,0,110,-664,703
4386,4386,0,110,-664,703
4387,4387,0,109,-664,703
4388,4388,0,110,-664,703
4389,4389,0,109,-703,703
4390,4390,0,110,-664,703
4391,4391,0,109,-703,703
4392,4392,0,110,-664,703
4393,4393,0,109,-703,703
4394,4394,0,110,-664,703
4395,4395,0,109,-703,703
4396,4396,0,110,-664,703
4397,4397,0,109,-703,703
4398,4398,0,109,-664,703
4399,4399,0,109,-703,703
4400,4400,0,109,-703,703
4401,4401,0,109,-703,703
4402,4402,0,109,-703,703
4403,4403,0,109,-703,703
4404,4404,0,109,-703,703
4405,4405,0,109,-703,703
4406,4406,0,109,-703,703
4407,4407,0,109,-703,703
4408,4408,0,109,-703,703
4409,4409,0,109,-703,703
4410,4410,0,109,-703,703
4411,4411,0,109,-703,703
4412,4412,0,109,-703,703
4413,4413,0,109,-703,703
4414,4414,0,109,-703,703
4415,4415,0,109,-703,703
4416,4416,0,109,-703,703
4417,4417,0,109,-703,703
4418,4418,0,109,-703,703
4419,4419,0,109,-703,703
4420,4420,0,109,-703,703
4421,4421,0,109,-703,703
4422,4422,0,109,-703,703
4423,4423,0,109,-703,703
4424,4424,0,108,-703,703
4425,4425,0,109,-703,703
4426,4426,0,108,-742,703
4427,4427,0,109,-703,703
4428,4428,0,109,-742,703
4429,4429,0,108,-703,703
4430,4430,0,109,-703,703
4431,4431,0,108,-742,703
4432,4432,0,108,-703,703
4433,4433,0,108,-742,703
4434,4434,0,108,-742,703
4435,4435,0,108,-742,703
4436,4436,0,108,-742,703
4437,4437,0,108,-742,703
4438,4438,0,108,-742,703
4439,4439,0,108,-742,703
4440,4440,0,108,-742,703
4441,4441,0,108,-742,703
4442,4442,0,108,-742,703
4443,4443,0,108,-742,703
4444,4444,0,108,-742,703
4445,4445,0,108,-742,703
4446,4446,0,108,-742,703
4447,4447,0,108,-742,703
4448,4448,0,108,-742,703
4449,4449,0,108,-742,703
4450,4450,0,108,-742,703
4451,4451,0,108,-742,703
4452,4452,0,108,-742,703
4453,4453,0,108,-742,703
4454,4454,0,108,-742,703
4455,4455,0,108,-742,703
4456,4456,0,108,-742,703
4457,4457,0,108,-742,703
4458,4458,0,108,-742,703
4459,4459,0,108,-742,703
4460,4460,0,108,-742,703
4461,4461,0,108,-742,703
4462,4462,0,108,-742,703
4463,4463,0,108,-742,703
4464,4464,0,108,-742,703
4465,4465,0,108,-742,703
4466,4466,0,108,-742,703
4467,4467,0,108,-742,703
4468,4468,0,108,-742,703
4469,4469,0,108,-742,703
4470,4470,0,108,-742,703
4471,4471,0,108,-742,703
4472,4472,0,108,-742,703
4473,4473,0,108,-742,703
4474,4474,0,108,-742,703
4475,4475,0,108,-742,703
4476,4476,0,108,-742,703
4477,4477,0,108,-742,703
4478,4478,0,108,-742,703
4479,4479,0,108,-742,703
4480,4480,0,108,-742,703
4481,4481,0,108,-742,703
4482,4482,0,108,-742,703
4483,4483,0,108,-742,703
4484,4484,0,108,-742,703
4485,4485,0,108,-742,703
4486,4486,0,108,-742,703
4487,4487,0,108,-742,703
4488,4488,0,108,-742,703
4489,4489,0,108,-742,703
4490,4490,0,108,-742,703
4491,4491,0,108,-742,703
4492,4492,0,108,-742,703
4493,4493,0,108,-742,703
4494,4494,0,108,-742,703
4495,4495,0,108,-742,703
4496,4496,0,108,-742,703
4497,4497,0,108,-742,703
4498,4498,0,108,-742,703
4499,4499,0,108,-742,703
4500,4500,0,108,-742,703
4501,4501,0,108,-742,703
4502,4502,0,108,-742,703
4503,4503,0,108,-742,703
4504,4504,0,108,-742,703
4505,4505,0,108,-742,703
4506,4506,0,108,-742,703
4507,4507,0,108,-742,703
4508,4508,0,108,-742,703
4509,4509,0,108,-742,703
4510,4510,0,108,-742,703
4511,4511,0,108,-742,703
4512,4512,0,108,-742,703
4513,4513,0,108,-742,703
4514,4514,0,108,-742,703
4515,4515,0,108,-742,703
4516,4516,0,108,-742,703
4517,4517,0,108,-742,703
4518,4518,0,108,-742,703
4519,4519,0,108,-742,703
4520,4520,0,108,-742,703
4521,4521,0,109,-742,703
4522,4522,0,108,-742,703
4523,4523,0,108,-703,703
4524,4524,0,108,-742,703
4525,4525,0,108,-742,703
4526,4526,0,108,-742,703
4527,4527,0,109,-742,703
4528,4528,0,108,-742,703
4529,4529,0,108,-703,703
4530,4530,0,108,-742,703
4531,4531,0,109,-742,703
4532,4532,0,108,-742,703
4533,4533,0,108,-703,703
4534,4534,0,108,-742,703
4535,4535,0,109,-742,703
4536,4536,0,109,-742,703
4537,4537,0,109,-703,703
4538,4538,0,109,-703,703
4539,4539,0,109,-703,703
4540,4540,0,109,-703,703
4541,4541,0,109,-703,703
4542,4542,0,109,-703,703
4543,4543,0,109,-703,703
4544,4544,0,109,-703,703
4545,4545,0,109,-703,703
4546,4546,0,109,-703,703
4547,4547,0,109,-703,703
4548,4548,0,109,-703,703
4549,4549,0,109,-703,703
4550,4550,0,109,-703,703
4551,4551,0,109,-703,703
4552,4552,0,109,-703,703
4553,4553,0,109,-703,703
4554,4554,0,109,-703,703
4555,4555,0,109,-703,703
4556,4556,0,109,-703,703
4557,4557,0,109,-703,703
4558,4558,0,109,-703,703
4559,4559,0,109,-703,703
4560,4560,0,109,-703,703
4561,4561,0,109,-703,703
4562,4562,0,109,-703,703
4563,4563,0,109,-703,703
4564,4564,0,109,-703,703
4565,4565,0,109,-703,703
4566,4566,0,109,-703,703
4567,4567,0,109,-703,703
4568,4568,0,109,-703,703
4569,4569,0,109,-703,703
4570,4570,0,109,-703,703
4571,4571,0,109,-703,703
4572,4572,0,109,-703,703
4573,4573,0,109,-703,703
4574,4574,0,109,-703,703
4575,4575,0,109,-703,703
4576,4576,0,109,-703,703
4577,4577,0,109,-703,703
4578,4578,0,109,-703,703
4579,4579,0,109,-703,703
4580,4580,0,109,-703,703
4581,4581,0,109,-703,703
4582,4582,0,109,-703,703
4583,4583,0,109,-703,703
4584,4584,0,109,-703,703
4585,4585,0,109,-703,703
4586,4586,0,109,-703,703
4587,4587,0,109,-703,703
4588,4588,0,109,-703,703
4589,4589,0,109,-703,703
4590,4590,0,109,-703,703
4591,4591,0,109,-703,703
4592,4592,0,109,-703,703
4593,4593,0,109,-703,703
4594,4594,0,109,-703,703
4595,4595,0,109,-703,703
4596,4596,0,109,-703,703
4597,4597,0,109,-703,703
4598,4598,0,109,-703,703
4599,4599,0,109,-703,703
4600,4600,0,110,-703,703
4601,4601,0,109,-703,703
4602,4602,0,110,-664,703
4603,4603,0,109,-703,703
4604,4604,0,109,-664,703
4605,4605,0,109,-703,703
4606,4606,0,110,-703,703
4607,4607,0,109,-703,703
4608,4608,0,109,-664,703
4609,4609,0,109,-703,703
4610,4610,0,110,-703,703
4611,4611,0,109,-703,703
4612,4612,0,110,-664,703
4613,4613,0,109,-703,703
4614,4614,0,110,-664,703
4615,4615,0,110,-703,703
4616,4616,0,110,-664,703
4617,4617,0,109,-664,703
4618,4618,0,110,-664,703
4619,4619,0,110,-703,703
4620,4620,0,110,-664,703
4621,4621,0,109,-664,703
4622,4622,0,110,-664,703
4623,4623,0,110,-703,703
4624,4624,0,110,-664,703
4625,4625,0,110,-664,703
4626,4626,0,110,-664,703
4627,4627,0,110,-664,703
4628,4628,0,110,-664,703
4629,4629,0,110,-664,703
4630,4630,0,110,-664,703
4631,4631,0,110,-664,703
4632,4632,0,110,-664,703
4633,4633,0,110,-664,703
4634,4634,0,110,-664,703
4635,4635,0,110,-664,703
4636,4636,0,110,-664,703
4637,4637,0,110,-664,703
4638,4638,0,110,-664,703
4639,4639,0,110,-664,703
4640,4640,0,110,-664,703
4641,4641,0,110,-664,703
4642,4642,0,110,-664,703
4643,4643,0,110,-664,703
4644,4644,0,110,-664,703
4645,4645,0,110,-664,703
4646,4646,0,110,-664,703
4647,4647,0,110,-664,703
4648,4648,0,110,-664,703
4649,4649,0,110,-664,703
4650,4650,0,110,-664,703
4651,4651,0,110,-664,703
4652,4652,0,110,-664,703
4653,4653,0,110,-664,703
4654,4654,0,110,-664,703
4655,4655,0,110,-664,703
4656,4656,0,110,-664,703
4657,4657,0,110,-664,703
4658,4658,0,110,-664,703
4659,4659,0,110,-664,703
4660,4660,0,110,-664,703
4661,4661,0,110,-664,703
4662,4662,0,111,-664,703
4663,4663,0,110,-664,703
4664,4664,0,111,-625,703
4665,4665,0,110,-664,703
4666,4666,0,111,-625,703
4667,4667,0,110,-664,703
4668,4668,0,111,-625,703
4669,4669,0,110,-664,703
4670,4670,0,111,-625,703
4671,4671,0,110,-664,703
4672,4672,0,111,-625,703
4673,4673,0,110,-664,703
4674,4674,0,111,-625,703
4675,4675,0,110,-664,703
4676,4676,0,111,-625,703
4677,4677,0,110,-664,703
4678,4678,0,111,-625,703
4679,4679,0,110,-664,703
4680,4680,0,111,-625,703
4681,4681,0,110,-664,703
4682,4682,0,111,-625,703
4683,4683,0,110,-664,703
4684,4684,0,111,-625,703
4685,4685,0,111,-664,703
4686,4686,0,111,-625,703
4687,4687,0,110,-625,703
4688,4688,0,111,-625,703
4689,4689,0,111,-664,703
4690,4690,0,111,-625,703
4691,4691,0,111,-625,703
4692,4692,0,111,-625,703
4693,4693,0,111,-625,703
4694,4694,0,111,-625,703
4695,4695,0,111,-625,703
4696,4696,0,111,-625,703
4697,4697,0,111,-625,703
4698,4698,0,111,-625,703
4699,4699,0,111,-625,703
4700,4700,0,111,-625,703
4701,4701,0,111,-625,703
4702,4702,0,111,-625,703
4703,4703,0,111,-625,703
4704,4704,0,111,-625,703
4705,4705,0,111,-625,703
4706,4706,0,111,-625,703
4707,4707,0,111,-625,703
4708,4708,0,111,-625,703
4709,4709,0,111,-625,703
4710,4710,0,111,-625,703
4711,4711,0,111,-625,703
4712,4712,0,111,-625,703
4713,4713,0,111,-625,703
4714,4714,0,111,-625,703
4715,4715,0,111,-625,703
4716,4716,0,111,-625,703
4717,4717,0,111,-625,703
4718,4718,0,111,-625,703
4719,4719,0,111,-625,703
4720,4720,0,111,-625,703
4721,4721,0,111,-625,703
4722,4722,0,111,-625,703
4723,4723,0,111,-625,703
4724,4724,0,96,-625,703
4725,4725,0,111,-625,703
4726,4726,0,111,-1210,703
4727,4727,0,111,-625,703
4728,4728,0,96,-625,703
4729,4729,0,111,-625,703
4730,4730,0,96,-1210,703
4731,4731,0,111,-625,703
4732,4732,0,111,-1210,703
4733,4733,0,111,-625,703
4734,4734,0,111,-625,703
4735,4735,0,96,-625,703
4736,4736,0,96,-625,703
4737,4737,0,111,-1210,703
4738,4738,0,96,-1210,703
4739,4739,0,111,-625,703
4740,4740,0,111,-1210,703
4741,4741,0,96,-625,703
4742,4742,0,96,-625,703
4743,4743,0,111,-1210,703
4744,4744,0,96,-1210,703
4745,4745,0,111,-625,703
4746,4746,0,96,-1210,703
4747,4747,0,96,-625,703
4748,4748,0,111,-1210,703
4749,4749,0,96,-1210,703
4750,4750,0,96,-625,703
4751,4751,0,111,-1210,703
4752,4752,0,96,-1210,703
4753,4753,0,111,-625,703
4754,4754,0,96,-1210,703
4755,4755,0,96,-625,703
4756,4756,0,96,-1210,703
4757,4757,0,96,-1210,703
4758,4758,0,96,-1210,703
4759,4759,0,111,-1210,703
4760,4760,0,96,-1210,703
4761,4761,0,96,-625,703
4762,4762,0,96,-1210,703
4763,4763,0,96,-1210,703
4764,4764,0,96,-1210,703
4765,4765,0,96,-1210,703
4766,4766,0,96,-1210,703
4767,4767,0,96,-1210,703
4768,4768,0,96,-1210,703
4769,4769,0,96,-1210,703
4770,4770,0,96,-1210,703
4771,4771,0,96,-1210,703
4772,4772,0,96,-1210,703
4773,4773,0,96,-1210,703
4774,4774,0,96,-1210,703
4775,4775,0,96,-1210,703
4776,4776,0,96,-1210,703
4777,4777,0,96,-1210,703
4778,4778,0,96,-1210,703
4779,4779,0,96,-1210,703
4780,4780,0,96,-1210,703
4781,4781,0,96,-1210,703
4782,4782,0,96,-1210,703
4783,4783,0,96,-1210,703
4784,4784,0,96,-1210,703
4785,4785,0,96,-1210,703
4786,4786,0,96,-1210,703
4787,4787,0,96,-1210,703
4788,4788,0,96,-1210,703
4789,4789,0,96,-1210,703
4790,4790,0,96,-1210,703
4791,4791,0,96,-1210,703
4792,4792,0,96,-1210,703
4793,4793,0,96,-1210,703
4794,4794,0,96,-1210,703
4795,4795,0,96,-1210,703
4796,4796,0,96,-1210,703
4797,4797,0,96,-1210,703
4798,4798,0,96,-1210,703
4799,4799,0,96,-1210,703
4800,4800,0,96,-1210,703
4801,4801,0,111,-1210,703
4802,4802,0,96,-1210,703
4803,4803,0,111,-625,703
4804,4804,0,111,-1210,703
4805,4805,0,111,-625,703
4806,4806,0,111,-625,703
4807,4807,0,111,-625,703
4808,4808,0,111,-625,703
4809,4809,0,111,-625,703
4810,4810,0,111,-625,703
4811,4811,0,111,-625,703
4812,4812,0,111,-625,703
4813,4813,0,110,-625,703
4814,4814,0,111,-625,703
4815,4815,0,110,-664,703
4816,4816,0,111,-625,703
4817,4817,0,110,-664,703
4818,4818,0,110,-625,703
4819,4819,0,110,-664,703
4820,4820,0,111,-664,703
4821,4821,0,110,-664,703
4822,4822,0,110,-625,703
4823,4823,0,110,-664,703
4824,4824,0,110,-664,703
4825,4825,0,110,-664,703
4826,4826,0,110,-664,703
4827,4827,0,110,-664,703
4828,4828,0,110,-664,703
4829,4829,0,109,-664,703
4830,4830,0,110,-664,703
4831,4831,0,109,-703,703
4832,4832,0,110,-664,703
4833,4833,0,109,-703,703
4834,4834,0,110,-664,703
4835,4835,0,109,-703,703
4836,4836,0,109,-664,703
4837,4837,0,109,-703,703
4838,4838,0,109,-703,703
4839,4839,0,109,-703,703
4840,4840,0,109,-703,703
4841,4841,0,109,-703,703
4842,4842,0,109,-703,703
4843,4843,0,109,-703,703
4844,4844,0,109,-703,703
4845,4845,0,109,-703,703
4846,4846,0,109,-703,703
4847,4847,0,109,-703,703
4848,4848,0,109,-703,703
4849,4849,0,109,-703,703
4850,4850,0,109,-703,703
4851,4851,0,109,-703,703
4852,4852,0,109,-703,703
4853,4853,0,109,-703,703
4854,4854,0,109,-703,703
4855,4855,0,109,-703,703
4856,4856,0,109,-703,703
4857,4857,0,109,-703,703
4858,4858,0,109,-703,703
4859,4859,0,109,-703,703
4860,4860,0,109,-703,703
4861,4861,0,108,-703,703
4862,4862,0,108,-703,703
4863,4863,0,109,-742,703
4864,4864,0,109,-742,703
4865,4865,0,108,-703,703
4866,4866,0,108,-703,703
4867,4867,0,109,-742,703
4868,4868,0,108,-742,703
4869,4869,0,108,-703,703
4870,4870,0,108,-742,703
4871,4871,0,108,-742,703
4872,4872,0,108,-742,703
4873,4873,0,109,-742,703
4874,4874,0,108,-742,703
4875,4875,0,108,-703,703
4876,4876,0,108,-742,703
4877,4877,0,108,-742,703
4878,4878,0,108,-742,703
4879,4879,0,108,-742,703
4880,4880,0,108,-742,703
4881,4881,0,108,-742,703
4882,4882,0,108,-742,703
4883,4883,0,108,-742,703
4884,4884,0,108,-742,703
4885,4885,0,108,-742,703
4886,4886,0,108,-742,703
4887,4887,0,108,-742,703
4888,4888,0,108,-742,703
4889,4889,0,108,-742,703
4890,4890,0,108,-742,703
4891,4891,0,108,-742,703
4892,4892,0,108,-742,703
4893,4893,0,108,-742,703
4894,4894,0,108,-742,703
4895,4895,0,108,-742,703
4896,4896,0,108,-742,703
4897,4897,0,108,-742,703
4898,4898,0,108,-742,703
4899,4899,0,108,-742,703
4900,4900,0,108,-742,703
4901,4901,0,108,-742,703
4902,4902,0,108,-742,703
4903,4903,0,108,-742,703
4904,4904,0,108,-742,703
4905,4905,0,108,-742,703
4906,4906,0,108,-742,703
4907,4907,0,108,-742,703
4908,4908,0,108,-742,703
4909,4909,0,108,-742,703
4910,4910,0,108,-742,703
4911,4911,0,108,-742,703
4912,4912,0,108,-742,703
4913,4913,0,108,-742,703
4914,4914,0,108,-742,703
4915,4915,0,108,-742,703
4916,4916,0,108,-742,703
4917,4917,0,108,-742,703
4918,4918,0,108,-742,703
4919,4919,0,108,-742,703
4920,4920,0,108,-742,703
4921,4921,0,108,-742,703
4922,4922,0,108,-742,703
4923,4923,0,108,-742,703
4924,4924,0,108,-742,703
4925,4925,0,108,-742,703
4926,4926,0,108,-742,703
4927,4927,0,108,-742,703
4928,4928,0,108,-742,703
4929,4929,0,108,-742,703
4930,4930,0,108,-742,703
4931,4931,0,108,-742,703
4932,4932,0,108,-742,703
4933,4933,0,108,-742,703
4934,4934,0,108,-742,703
4935,4935,0,108,-742,703
4936,4936,0,108,-742,703
4937,4937,0,108,-742,703
4938,4938,0,108,-742,703
4939,4939,0,108,-742,703
4940,4940,0,108,-742,703
4941,4941,0,108,-742,703
4942,4942,0,108,-742,703
4943,4943,0,108,-742,703
4944,4944,0,108,-742,703
4945,4945,0,108,-742,703
