Sample in Buffer,Sample in Window,TRIGGER,voltmeter2_inst/adc_data[7:0],voltmeter2_inst/sin_wave[13:0],voltmeter2_inst/vrms[12:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,UNSIGNED
2121,2121,0,96,-1210,703
2122,2122,0,96,-1210,703
2123,2123,0,96,-1210,703
2124,2124,0,96,-1210,703
2125,2125,0,96,-1210,703
2126,2126,0,96,-1210,703
2127,2127,0,96,-1210,703
2128,2128,0,96,-1210,703
2129,2129,0,96,-1210,703
2130,2130,0,96,-1210,703
2131,2131,0,96,-1210,703
2132,2132,0,96,-1210,703
2133,2133,0,96,-1210,703
2134,2134,0,96,-1210,703
2135,2135,0,96,-1210,703
2136,2136,0,96,-1210,703
2137,2137,0,96,-1210,703
2138,2138,0,96,-1210,703
2139,2139,0,96,-1210,703
2140,2140,0,96,-1210,703
2141,2141,0,96,-1210,703
2142,2142,0,96,-1210,703
2143,2143,0,96,-1210,703
2144,2144,0,96,-1210,703
2145,2145,0,96,-1210,703
2146,2146,0,96,-1210,703
2147,2147,0,111,-1210,703
2148,2148,0,96,-1210,703
2149,2149,0,111,-625,703
2150,2150,0,111,-1210,703
2151,2151,0,111,-625,703
2152,2152,0,111,-625,703
2153,2153,0,111,-625,703
2154,2154,0,111,-625,703
2155,2155,0,111,-625,703
2156,2156,0,111,-625,703
2157,2157,0,111,-625,703
2158,2158,0,111,-625,703
2159,2159,0,110,-625,703
2160,2160,0,111,-625,703
2161,2161,0,110,-664,703
2162,2162,0,111,-625,703
2163,2163,0,110,-664,703
2164,2164,0,111,-625,703
2165,2165,0,110,-664,703
2166,2166,0,111,-625,703
2167,2167,0,110,-664,703
2168,2168,0,110,-625,703
2169,2169,0,110,-664,703
2170,2170,0,110,-664,703
2171,2171,0,110,-664,703
2172,2172,0,110,-664,703
2173,2173,0,110,-664,703
2174,2174,0,110,-664,703
2175,2175,0,110,-664,703
2176,2176,0,110,-664,703
2177,2177,0,110,-664,703
2178,2178,0,110,-664,703
2179,2179,0,109,-664,703
2180,2180,0,110,-664,703
2181,2181,0,109,-703,703
2182,2182,0,110,-664,703
2183,2183,0,109,-703,703
2184,2184,0,110,-664,703
2185,2185,0,109,-703,703
2186,2186,0,109,-664,703
2187,2187,0,109,-703,703
2188,2188,0,109,-703,703
2189,2189,0,109,-703,703
2190,2190,0,109,-703,703
2191,2191,0,109,-703,703
2192,2192,0,109,-703,703
2193,2193,0,109,-703,703
2194,2194,0,109,-703,703
2195,2195,0,109,-703,703
2196,2196,0,109,-703,703
2197,2197,0,109,-703,703
2198,2198,0,109,-703,703
2199,2199,0,109,-703,703
2200,2200,0,109,-703,703
2201,2201,0,109,-703,703
2202,2202,0,109,-703,703
2203,2203,0,109,-703,703
2204,2204,0,109,-703,703
2205,2205,0,109,-703,703
2206,2206,0,109,-703,703
2207,2207,0,109,-703,703
2208,2208,0,109,-703,703
2209,2209,0,109,-703,703
2210,2210,0,109,-703,703
2211,2211,0,109,-703,703
2212,2212,0,109,-703,703
2213,2213,0,109,-703,703
2214,2214,0,109,-703,703
2215,2215,0,109,-703,703
2216,2216,0,108,-703,703
2217,2217,0,109,-703,703
2218,2218,0,108,-742,703
2219,2219,0,108,-703,703
2220,2220,0,108,-742,703
2221,2221,0,109,-742,703
2222,2222,0,108,-742,703
2223,2223,0,108,-703,703
2224,2224,0,109,-742,703
2225,2225,0,108,-742,703
2226,2226,0,108,-703,703
2227,2227,0,108,-742,703
2228,2228,0,108,-742,703
2229,2229,0,108,-742,703
2230,2230,0,108,-742,703
2231,2231,0,108,-742,703
2232,2232,0,108,-742,703
2233,2233,0,108,-742,703
2234,2234,0,108,-742,703
2235,2235,0,108,-742,703
2236,2236,0,108,-742,703
2237,2237,0,108,-742,703
2238,2238,0,108,-742,703
2239,2239,0,108,-742,703
2240,2240,0,108,-742,703
2241,2241,0,108,-742,703
2242,2242,0,108,-742,703
2243,2243,0,108,-742,703
2244,2244,0,108,-742,703
2245,2245,0,108,-742,703
2246,2246,0,108,-742,703
2247,2247,0,108,-742,703
2248,2248,0,108,-742,703
2249,2249,0,108,-742,703
2250,2250,0,108,-742,703
2251,2251,0,108,-742,703
2252,2252,0,108,-742,703
2253,2253,0,108,-742,703
2254,2254,0,108,-742,703
2255,2255,0,108,-742,703
2256,2256,0,108,-742,703
2257,2257,0,108,-742,703
2258,2258,0,108,-742,703
2259,2259,0,108,-742,703
2260,2260,0,108,-742,703
2261,2261,0,108,-742,703
2262,2262,0,108,-742,703
2263,2263,0,108,-742,703
2264,2264,0,108,-742,703
2265,2265,0,108,-742,703
2266,2266,0,108,-742,703
2267,2267,0,108,-742,703
2268,2268,0,108,-742,703
2269,2269,0,108,-742,703
2270,2270,0,108,-742,703
2271,2271,0,108,-742,703
2272,2272,0,108,-742,703
2273,2273,0,109,-742,703
2274,2274,0,108,-742,703
2275,2275,0,108,-703,703
2276,2276,0,108,-742,703
2277,2277,0,108,-742,703
2278,2278,0,108,-742,703
2279,2279,0,108,-742,703
2280,2280,0,108,-742,703
2281,2281,0,108,-742,703
2282,2282,0,108,-742,703
2283,2283,0,108,-742,703
2284,2284,0,108,-742,703
2285,2285,0,108,-742,703
2286,2286,0,108,-742,703
2287,2287,0,109,-742,703
2288,2288,0,109,-742,703
2289,2289,0,108,-703,703
2290,2290,0,108,-703,703
2291,2291,0,108,-742,703
2292,2292,0,108,-742,703
2293,2293,0,108,-742,703
2294,2294,0,108,-742,703
2295,2295,0,108,-742,703
2296,2296,0,108,-742,703
2297,2297,0,109,-742,703
2298,2298,0,109,-742,703
2299,2299,0,109,-703,703
2300,2300,0,108,-703,703
2301,2301,0,109,-703,703
2302,2302,0,109,-742,703
2303,2303,0,109,-703,703
2304,2304,0,108,-703,703
2305,2305,0,109,-703,703
2306,2306,0,109,-742,703
2307,2307,0,109,-703,703
2308,2308,0,109,-703,703
2309,2309,0,109,-703,703
2310,2310,0,108,-703,703
2311,2311,0,109,-703,703
2312,2312,0,109,-742,703
2313,2313,0,109,-703,703
2314,2314,0,109,-703,703
2315,2315,0,109,-703,703
2316,2316,0,109,-703,703
2317,2317,0,109,-703,703
2318,2318,0,109,-703,703
2319,2319,0,109,-703,703
2320,2320,0,109,-703,703
2321,2321,0,109,-703,703
2322,2322,0,109,-703,703
2323,2323,0,109,-703,703
2324,2324,0,109,-703,703
2325,2325,0,109,-703,703
2326,2326,0,109,-703,703
2327,2327,0,109,-703,703
2328,2328,0,109,-703,703
2329,2329,0,109,-703,703
2330,2330,0,109,-703,703
2331,2331,0,109,-703,703
2332,2332,0,109,-703,703
2333,2333,0,109,-703,703
2334,2334,0,109,-703,703
2335,2335,0,109,-703,703
2336,2336,0,109,-703,703
2337,2337,0,109,-703,703
2338,2338,0,109,-703,703
2339,2339,0,109,-703,703
2340,2340,0,109,-703,703
2341,2341,0,109,-703,703
2342,2342,0,109,-703,703
2343,2343,0,109,-703,703
2344,2344,0,109,-703,703
2345,2345,0,109,-703,703
2346,2346,0,109,-703,703
2347,2347,0,109,-703,703
2348,2348,0,109,-703,703
2349,2349,0,109,-703,703
2350,2350,0,109,-703,703
2351,2351,0,109,-703,703
2352,2352,0,109,-703,703
2353,2353,0,109,-703,703
2354,2354,0,109,-703,703
2355,2355,0,109,-703,703
2356,2356,0,109,-703,703
2357,2357,0,109,-703,703
2358,2358,0,109,-703,703
2359,2359,0,109,-703,703
2360,2360,0,109,-703,703
2361,2361,0,109,-703,703
2362,2362,0,110,-703,703
2363,2363,0,109,-703,703
2364,2364,0,110,-664,703
2365,2365,0,109,-703,703
2366,2366,0,109,-664,703
2367,2367,0,109,-703,703
2368,2368,0,110,-703,703
2369,2369,0,109,-703,703
2370,2370,0,109,-664,703
2371,2371,0,109,-703,703
2372,2372,0,109,-703,703
2373,2373,0,109,-703,703
2374,2374,0,110,-703,703
2375,2375,0,109,-703,703
2376,2376,0,110,-664,703
2377,2377,0,109,-703,703
2378,2378,0,110,-664,703
2379,2379,0,109,-703,703
2380,2380,0,110,-664,703
2381,2381,0,109,-703,703
2382,2382,0,110,-664,703
2383,2383,0,109,-703,703
2384,2384,0,110,-664,703
2385,2385,0,109,-703,703
2386,2386,0,110,-664,703
2387,2387,0,109,-703,703
2388,2388,0,110,-664,703
2389,2389,0,109,-703,703
2390,2390,0,110,-664,703
2391,2391,0,109,-703,703
2392,2392,0,110,-664,703
2393,2393,0,109,-703,703
2394,2394,0,110,-664,703
2395,2395,0,109,-703,703
2396,2396,0,110,-664,703
2397,2397,0,109,-703,703
2398,2398,0,110,-664,703
2399,2399,0,110,-703,703
2400,2400,0,110,-664,703
2401,2401,0,110,-664,703
2402,2402,0,110,-664,703
2403,2403,0,110,-664,703
2404,2404,0,110,-664,703
2405,2405,0,110,-664,703
2406,2406,0,110,-664,703
2407,2407,0,110,-664,703
2408,2408,0,110,-664,703
2409,2409,0,110,-664,703
2410,2410,0,110,-664,703
2411,2411,0,109,-664,703
2412,2412,0,110,-664,703
2413,2413,0,110,-703,703
2414,2414,0,110,-664,703
2415,2415,0,110,-664,703
2416,2416,0,110,-664,703
2417,2417,0,110,-664,703
2418,2418,0,110,-664,703
2419,2419,0,110,-664,703
2420,2420,0,110,-664,703
2421,2421,0,110,-664,703
2422,2422,0,111,-664,703
2423,2423,0,110,-664,703
2424,2424,0,110,-625,703
2425,2425,0,110,-664,703
2426,2426,0,110,-664,703
2427,2427,0,110,-664,703
2428,2428,0,111,-664,703
2429,2429,0,110,-664,703
2430,2430,0,111,-625,703
2431,2431,0,110,-664,703
2432,2432,0,110,-625,703
2433,2433,0,110,-664,703
2434,2434,0,111,-664,703
2435,2435,0,110,-664,703
2436,2436,0,111,-625,703
2437,2437,0,110,-664,703
2438,2438,0,111,-625,703
2439,2439,0,110,-664,703
2440,2440,0,111,-625,703
2441,2441,0,110,-664,703
2442,2442,0,111,-625,703
2443,2443,0,110,-664,703
2444,2444,0,111,-625,703
2445,2445,0,110,-664,703
2446,2446,0,111,-625,703
2447,2447,0,110,-664,703
2448,2448,0,111,-625,703
2449,2449,0,110,-664,703
2450,2450,0,111,-625,703
2451,2451,0,110,-664,703
2452,2452,0,111,-625,703
2453,2453,0,110,-664,703
2454,2454,0,111,-625,703
2455,2455,0,110,-664,703
2456,2456,0,111,-625,703
2457,2457,0,110,-664,703
2458,2458,0,111,-625,703
2459,2459,0,110,-664,703
2460,2460,0,111,-625,703
2461,2461,0,111,-664,703
2462,2462,0,111,-625,703
2463,2463,0,110,-625,703
2464,2464,0,111,-625,703
2465,2465,0,111,-664,703
2466,2466,0,111,-625,703
2467,2467,0,111,-625,703
2468,2468,0,111,-625,703
2469,2469,0,111,-625,703
2470,2470,0,111,-625,703
2471,2471,0,111,-625,703
2472,2472,0,111,-625,703
2473,2473,0,111,-625,703
2474,2474,0,111,-625,703
2475,2475,0,111,-625,703
2476,2476,0,111,-625,703
2477,2477,0,110,-625,703
2478,2478,0,111,-625,703
2479,2479,0,111,-664,703
2480,2480,0,111,-625,703
2481,2481,0,111,-625,703
2482,2482,0,111,-625,703
2483,2483,0,111,-625,703
2484,2484,0,111,-625,703
2485,2485,0,111,-625,703
2486,2486,0,111,-625,703
2487,2487,0,111,-625,703
2488,2488,0,111,-625,703
2489,2489,0,111,-625,703
2490,2490,0,111,-625,703
2491,2491,0,111,-625,703
2492,2492,0,111,-625,703
2493,2493,0,111,-625,703
2494,2494,0,111,-625,703
2495,2495,0,111,-625,703
2496,2496,0,111,-625,703
2497,2497,0,111,-625,703
2498,2498,0,96,-625,703
2499,2499,0,111,-625,703
2500,2500,0,111,-1210,703
2501,2501,0,111,-625,703
2502,2502,0,96,-625,703
2503,2503,0,111,-625,703
2504,2504,0,96,-1210,703
2505,2505,0,96,-625,703
2506,2506,0,96,-1210,703
2507,2507,0,111,-1210,703
2508,2508,0,96,-1210,703
2509,2509,0,111,-625,703
2510,2510,0,96,-1210,703
2511,2511,0,96,-625,703
2512,2512,0,111,-1210,703
2513,2513,0,111,-1210,703
2514,2514,0,111,-625,703
2515,2515,0,111,-625,703
2516,2516,0,96,-625,703
2517,2517,0,111,-625,703
2518,2518,0,111,-1210,703
2519,2519,0,96,-625,703
2520,2520,0,111,-625,703
2521,2521,0,111,-1210,703
2522,2522,0,96,-625,703
2523,2523,0,111,-625,703
2524,2524,0,96,-1210,703
2525,2525,0,96,-625,703
2526,2526,0,96,-1210,703
2527,2527,0,96,-1210,703
2528,2528,0,96,-1210,703
2529,2529,0,96,-1210,703
2530,2530,0,96,-1210,703
2531,2531,0,96,-1210,703
2532,2532,0,96,-1210,703
2533,2533,0,96,-1210,703
2534,2534,0,96,-1210,703
2535,2535,0,96,-1210,703
2536,2536,0,96,-1210,703
2537,2537,0,96,-1210,703
2538,2538,0,96,-1210,703
2539,2539,0,96,-1210,703
2540,2540,0,96,-1210,703
2541,2541,0,96,-1210,703
2542,2542,0,96,-1210,703
2543,2543,0,96,-1210,703
2544,2544,0,96,-1210,703
2545,2545,0,96,-1210,703
2546,2546,0,96,-1210,703
2547,2547,0,96,-1210,703
2548,2548,0,96,-1210,703
2549,2549,0,96,-1210,703
2550,2550,0,96,-1210,703
2551,2551,0,96,-1210,703
2552,2552,0,96,-1210,703
2553,2553,0,96,-1210,703
2554,2554,0,96,-1210,703
2555,2555,0,96,-1210,703
2556,2556,0,96,-1210,703
2557,2557,0,96,-1210,703
2558,2558,0,96,-1210,703
2559,2559,0,96,-1210,703
2560,2560,0,96,-1210,703
2561,2561,0,96,-1210,703
2562,2562,0,96,-1210,703
2563,2563,0,96,-1210,703
2564,2564,0,96,-1210,703
2565,2565,0,96,-1210,703
2566,2566,0,96,-1210,703
2567,2567,0,96,-1210,703
2568,2568,0,96,-1210,703
2569,2569,0,96,-1210,703
2570,2570,0,96,-1210,703
2571,2571,0,96,-1210,703
2572,2572,0,96,-1210,703
2573,2573,0,96,-1210,703
2574,2574,0,96,-1210,703
2575,2575,0,96,-1210,703
2576,2576,0,96,-1210,703
2577,2577,0,96,-1210,703
2578,2578,0,96,-1210,703
2579,2579,0,96,-1210,703
2580,2580,0,96,-1210,703
2581,2581,0,96,-1210,703
2582,2582,0,96,-1210,703
2583,2583,0,111,-1210,703
2584,2584,0,96,-1210,703
2585,2585,0,96,-625,703
2586,2586,0,111,-1210,703
2587,2587,0,96,-1210,703
2588,2588,0,96,-625,703
2589,2589,0,111,-1210,703
2590,2590,0,96,-1210,703
2591,2591,0,111,-625,703
2592,2592,0,111,-1210,703
2593,2593,0,111,-625,703
2594,2594,0,111,-625,703
2595,2595,0,111,-625,703
2596,2596,0,111,-625,703
2597,2597,0,111,-625,703
2598,2598,0,111,-625,703
2599,2599,0,110,-625,703
2600,2600,0,111,-625,703
2601,2601,0,110,-664,703
2602,2602,0,111,-625,703
2603,2603,0,110,-664,703
2604,2604,0,111,-625,703
2605,2605,0,110,-664,703
2606,2606,0,110,-625,703
2607,2607,0,110,-664,703
2608,2608,0,111,-664,703
2609,2609,0,110,-664,703
2610,2610,0,111,-625,703
2611,2611,0,110,-664,703
2612,2612,0,110,-625,703
2613,2613,0,110,-664,703
2614,2614,0,110,-664,703
2615,2615,0,110,-664,703
2616,2616,0,110,-664,703
2617,2617,0,110,-664,703
2618,2618,0,110,-664,703
2619,2619,0,109,-664,703
2620,2620,0,110,-664,703
2621,2621,0,109,-703,703
2622,2622,0,110,-664,703
2623,2623,0,109,-703,703
2624,2624,0,110,-664,703
2625,2625,0,109,-703,703
2626,2626,0,110,-664,703
2627,2627,0,109,-703,703
2628,2628,0,110,-664,703
2629,2629,0,109,-703,703
2630,2630,0,109,-664,703
2631,2631,0,109,-703,703
2632,2632,0,109,-703,703
2633,2633,0,109,-703,703
2634,2634,0,109,-703,703
2635,2635,0,109,-703,703
2636,2636,0,109,-703,703
2637,2637,0,109,-703,703
2638,2638,0,109,-703,703
2639,2639,0,109,-703,703
2640,2640,0,109,-703,703
2641,2641,0,109,-703,703
2642,2642,0,109,-703,703
2643,2643,0,109,-703,703
2644,2644,0,109,-703,703
2645,2645,0,109,-703,703
2646,2646,0,109,-703,703
2647,2647,0,109,-703,703
2648,2648,0,109,-703,703
2649,2649,0,109,-703,703
2650,2650,0,108,-703,703
2651,2651,0,109,-703,703
2652,2652,0,109,-742,703
2653,2653,0,109,-703,703
2654,2654,0,108,-703,703
2655,2655,0,109,-703,703
2656,2656,0,109,-742,703
2657,2657,0,109,-703,703
2658,2658,0,109,-703,703
2659,2659,0,108,-703,703
2660,2660,0,108,-703,703
2661,2661,0,108,-742,703
2662,2662,0,108,-742,703
2663,2663,0,108,-742,703
2664,2664,0,109,-742,703
2665,2665,0,108,-742,703
2666,2666,0,109,-703,703
2667,2667,0,108,-742,703
2668,2668,0,108,-703,703
2669,2669,0,108,-742,703
2670,2670,0,108,-742,703
2671,2671,0,108,-742,703
2672,2672,0,108,-742,703
2673,2673,0,108,-742,703
2674,2674,0,108,-742,703
2675,2675,0,108,-742,703
2676,2676,0,108,-742,703
2677,2677,0,108,-742,703
2678,2678,0,108,-742,703
2679,2679,0,108,-742,703
2680,2680,0,108,-742,703
2681,2681,0,108,-742,703
2682,2682,0,108,-742,703
2683,2683,0,108,-742,703
2684,2684,0,108,-742,703
2685,2685,0,108,-742,703
2686,2686,0,108,-742,703
2687,2687,0,108,-742,703
2688,2688,0,108,-742,703
2689,2689,0,108,-742,703
2690,2690,0,108,-742,703
2691,2691,0,109,-742,703
2692,2692,0,108,-742,703
2693,2693,0,108,-703,703
2694,2694,0,108,-742,703
2695,2695,0,108,-742,703
2696,2696,0,108,-742,703
2697,2697,0,108,-742,703
2698,2698,0,108,-742,703
2699,2699,0,108,-742,703
2700,2700,0,108,-742,703
2701,2701,0,108,-742,703
2702,2702,0,108,-742,703
2703,2703,0,108,-742,703
2704,2704,0,108,-742,703
2705,2705,0,108,-742,703
2706,2706,0,108,-742,703
2707,2707,0,108,-742,703
2708,2708,0,108,-742,703
2709,2709,0,108,-742,703
2710,2710,0,108,-742,703
2711,2711,0,108,-742,703
2712,2712,0,108,-742,703
2713,2713,0,108,-742,703
2714,2714,0,108,-742,703
2715,2715,0,108,-742,703
2716,2716,0,108,-742,703
2717,2717,0,108,-742,703
2718,2718,0,108,-742,703
2719,2719,0,108,-742,703
2720,2720,0,108,-742,703
2721,2721,0,108,-742,703
2722,2722,0,108,-742,703
2723,2723,0,108,-742,703
2724,2724,0,108,-742,703
2725,2725,0,108,-742,703
2726,2726,0,108,-742,703
2727,2727,0,108,-742,703
2728,2728,0,108,-742,703
2729,2729,0,108,-742,703
2730,2730,0,108,-742,703
2731,2731,0,108,-742,703
2732,2732,0,109,-742,703
2733,2733,0,108,-742,703
2734,2734,0,108,-703,703
2735,2735,0,108,-742,703
2736,2736,0,109,-742,703
2737,2737,0,109,-742,703
2738,2738,0,109,-703,703
2739,2739,0,109,-703,703
2740,2740,0,109,-703,703
2741,2741,0,108,-703,703
2742,2742,0,108,-703,703
2743,2743,0,108,-742,703
2744,2744,0,108,-742,703
2745,2745,0,109,-742,703
2746,2746,0,109,-742,703
2747,2747,0,109,-703,703
2748,2748,0,109,-703,703
2749,2749,0,108,-703,703
2750,2750,0,108,-703,703
2751,2751,0,109,-742,703
2752,2752,0,109,-742,703
2753,2753,0,109,-703,703
2754,2754,0,109,-703,703
2755,2755,0,108,-703,703
2756,2756,0,109,-703,703
2757,2757,0,109,-742,703
2758,2758,0,109,-703,703
2759,2759,0,109,-703,703
2760,2760,0,109,-703,703
2761,2761,0,109,-703,703
2762,2762,0,109,-703,703
2763,2763,0,109,-703,703
2764,2764,0,109,-703,703
2765,2765,0,109,-703,703
2766,2766,0,109,-703,703
2767,2767,0,109,-703,703
2768,2768,0,109,-703,703
2769,2769,0,109,-703,703
2770,2770,0,109,-703,703
2771,2771,0,109,-703,703
2772,2772,0,109,-703,703
2773,2773,0,109,-703,703
2774,2774,0,109,-703,703
2775,2775,0,109,-703,703
2776,2776,0,109,-703,703
2777,2777,0,109,-703,703
2778,2778,0,109,-703,703
2779,2779,0,109,-703,703
2780,2780,0,109,-703,703
2781,2781,0,109,-703,703
2782,2782,0,109,-703,703
2783,2783,0,109,-703,703
2784,2784,0,109,-703,703
2785,2785,0,109,-703,703
2786,2786,0,109,-703,703
2787,2787,0,109,-703,703
2788,2788,0,109,-703,703
2789,2789,0,109,-703,703
2790,2790,0,109,-703,703
2791,2791,0,109,-703,703
2792,2792,0,109,-703,703
2793,2793,0,109,-703,703
2794,2794,0,109,-703,703
2795,2795,0,109,-703,703
2796,2796,0,109,-703,703
2797,2797,0,109,-703,703
2798,2798,0,109,-703,703
2799,2799,0,109,-703,703
2800,2800,0,109,-703,703
2801,2801,0,109,-703,703
2802,2802,0,109,-703,703
2803,2803,0,109,-703,703
2804,2804,0,109,-703,703
2805,2805,0,109,-703,703
2806,2806,0,109,-703,703
2807,2807,0,109,-703,703
2808,2808,0,110,-703,703
2809,2809,0,109,-703,703
2810,2810,0,109,-664,703
2811,2811,0,109,-703,703
2812,2812,0,109,-703,703
2813,2813,0,109,-703,703
2814,2814,0,110,-703,703
2815,2815,0,109,-703,703
2816,2816,0,110,-664,703
2817,2817,0,109,-703,703
2818,2818,0,110,-664,703
2819,2819,0,109,-703,703
2820,2820,0,110,-664,703
2821,2821,0,109,-703,703
2822,2822,0,110,-664,703
2823,2823,0,109,-703,703
2824,2824,0,110,-664,703
2825,2825,0,109,-703,703
2826,2826,0,110,-664,703
2827,2827,0,109,-703,703
2828,2828,0,110,-664,703
2829,2829,0,109,-703,703
2830,2830,0,110,-664,703
2831,2831,0,109,-703,703
2832,2832,0,110,-664,703
2833,2833,0,109,-703,703
2834,2834,0,110,-664,703
2835,2835,0,109,-703,703
2836,2836,0,110,-664,703
2837,2837,0,109,-703,703
2838,2838,0,110,-664,703
2839,2839,0,109,-703,703
2840,2840,0,110,-664,703
2841,2841,0,109,-703,703
2842,2842,0,110,-664,703
2843,2843,0,110,-703,703
2844,2844,0,110,-664,703
2845,2845,0,110,-664,703
2846,2846,0,110,-664,703
2847,2847,0,110,-664,703
2848,2848,0,110,-664,703
2849,2849,0,110,-664,703
2850,2850,0,110,-664,703
2851,2851,0,110,-664,703
2852,2852,0,110,-664,703
2853,2853,0,110,-664,703
2854,2854,0,110,-664,703
2855,2855,0,110,-664,703
2856,2856,0,110,-664,703
2857,2857,0,110,-664,703
2858,2858,0,110,-664,703
2859,2859,0,110,-664,703
2860,2860,0,110,-664,703
2861,2861,0,110,-664,703
2862,2862,0,110,-664,703
2863,2863,0,110,-664,703
2864,2864,0,110,-664,703
2865,2865,0,110,-664,703
2866,2866,0,110,-664,703
2867,2867,0,110,-664,703
2868,2868,0,110,-664,703
2869,2869,0,110,-664,703
2870,2870,0,111,-664,703
2871,2871,0,110,-664,703
2872,2872,0,110,-625,703
2873,2873,0,110,-664,703
2874,2874,0,111,-664,703
2875,2875,0,110,-664,703
2876,2876,0,110,-625,703
2877,2877,0,110,-664,703
2878,2878,0,111,-664,703
2879,2879,0,110,-664,703
2880,2880,0,111,-625,703
2881,2881,0,110,-664,703
2882,2882,0,111,-625,703
2883,2883,0,110,-664,703
2884,2884,0,111,-625,703
2885,2885,0,110,-664,703
2886,2886,0,111,-625,703
2887,2887,0,110,-664,703
2888,2888,0,111,-625,703
2889,2889,0,110,-664,703
2890,2890,0,111,-625,703
2891,2891,0,110,-664,703
2892,2892,0,111,-625,703
2893,2893,0,110,-664,703
2894,2894,0,111,-625,703
2895,2895,0,110,-664,703
2896,2896,0,111,-625,703
2897,2897,0,110,-664,703
2898,2898,0,111,-625,703
2899,2899,0,110,-664,703
2900,2900,0,111,-625,703
2901,2901,0,110,-664,703
2902,2902,0,111,-625,703
2903,2903,0,111,-664,703
2904,2904,0,111,-625,703
2905,2905,0,110,-625,703
2906,2906,0,111,-625,703
2907,2907,0,111,-664,703
2908,2908,0,111,-625,703
2909,2909,0,111,-625,703
2910,2910,0,111,-625,703
2911,2911,0,111,-625,703
2912,2912,0,111,-625,703
2913,2913,0,111,-625,703
2914,2914,0,111,-625,703
2915,2915,0,111,-625,703
2916,2916,0,111,-625,703
2917,2917,0,111,-625,703
2918,2918,0,111,-625,703
2919,2919,0,111,-625,703
2920,2920,0,111,-625,703
2921,2921,0,111,-625,703
2922,2922,0,111,-625,703
2923,2923,0,111,-625,703
2924,2924,0,111,-625,703
2925,2925,0,111,-625,703
2926,2926,0,111,-625,703
2927,2927,0,111,-625,703
2928,2928,0,111,-625,703
2929,2929,0,111,-625,703
2930,2930,0,111,-625,703
2931,2931,0,111,-625,703
2932,2932,0,111,-625,703
2933,2933,0,111,-625,703
2934,2934,0,111,-625,703
2935,2935,0,111,-625,703
2936,2936,0,96,-625,703
2937,2937,0,111,-625,703
2938,2938,0,96,-1210,703
2939,2939,0,111,-625,703
2940,2940,0,111,-1210,703
2941,2941,0,111,-625,703
2942,2942,0,111,-625,703
2943,2943,0,111,-625,703
2944,2944,0,111,-625,703
2945,2945,0,111,-625,703
2946,2946,0,96,-625,703
2947,2947,0,96,-625,703
2948,2948,0,96,-1210,703
2949,2949,0,111,-1210,703
2950,2950,0,96,-1210,703
2951,2951,0,111,-625,703
2952,2952,0,96,-1210,703
2953,2953,0,96,-625,703
2954,2954,0,111,-1210,703
2955,2955,0,96,-1210,703
2956,2956,0,96,-625,703
2957,2957,0,111,-1210,703
2958,2958,0,96,-1210,703
2959,2959,0,111,-625,703
2960,2960,0,111,-1210,703
2961,2961,0,96,-625,703
2962,2962,0,111,-625,703
2963,2963,0,111,-1210,703
2964,2964,0,96,-625,703
2965,2965,0,111,-625,703
2966,2966,0,96,-1210,703
2967,2967,0,96,-625,703
2968,2968,0,111,-1210,703
2969,2969,0,96,-1210,703
2970,2970,0,111,-625,703
2971,2971,0,111,-1210,703
2972,2972,0,96,-625,703
2973,2973,0,111,-625,703
2974,2974,0,96,-1210,703
2975,2975,0,96,-625,703
2976,2976,0,96,-1210,703
2977,2977,0,96,-1210,703
2978,2978,0,96,-1210,703
2979,2979,0,96,-1210,703
2980,2980,0,96,-1210,703
2981,2981,0,111,-1210,703
2982,2982,0,96,-1210,703
2983,2983,0,96,-625,703
2984,2984,0,96,-1210,703
2985,2985,0,96,-1210,703
2986,2986,0,96,-1210,703
2987,2987,0,96,-1210,703
2988,2988,0,96,-1210,703
2989,2989,0,96,-1210,703
2990,2990,0,96,-1210,703
2991,2991,0,96,-1210,703
2992,2992,0,96,-1210,703
2993,2993,0,96,-1210,703
2994,2994,0,96,-1210,703
2995,2995,0,96,-1210,703
2996,2996,0,96,-1210,703
2997,2997,0,96,-1210,703
2998,2998,0,96,-1210,703
2999,2999,0,96,-1210,703
3000,3000,0,96,-1210,703
3001,3001,0,96,-1210,703
3002,3002,0,96,-1210,703
3003,3003,0,96,-1210,703
3004,3004,0,96,-1210,703
3005,3005,0,96,-1210,703
3006,3006,0,96,-1210,703
3007,3007,0,96,-1210,703
3008,3008,0,96,-1210,703
3009,3009,0,96,-1210,703
3010,3010,0,96,-1210,703
3011,3011,0,96,-1210,703
3012,3012,0,96,-1210,703
3013,3013,0,96,-1210,703
3014,3014,0,96,-1210,703
3015,3015,0,96,-1210,703
3016,3016,0,96,-1210,703
3017,3017,0,96,-1210,703
3018,3018,0,96,-1210,703
3019,3019,0,96,-1210,703
3020,3020,0,96,-1210,703
3021,3021,0,96,-1210,703
3022,3022,0,96,-1210,703
3023,3023,0,96,-1210,703
3024,3024,0,96,-1210,703
3025,3025,0,96,-1210,703
3026,3026,0,96,-1210,703
3027,3027,0,96,-1210,703
3028,3028,0,96,-1210,703
3029,3029,0,96,-1210,703
3030,3030,0,96,-1210,703
3031,3031,0,96,-1210,703
3032,3032,0,96,-1210,703
